name,ranked,score,popularity,favorite,published,description,serialization,reading,completed,dropped,plan_to_read,genre
Itsuwaribito◆Utsuho◆,889,7.82,2941,162,2009,liar lead life good utsuho truth child result enorm catastroph decid lie day forward rais villag orphan monk utsuho unrepent troublemak monk eventu inspir help peopl way utsuho go lead honest life instead go use talent mischief decept good sourc offici synopsi,35,1986,740,325,3020,16.0
Saihate no Paladin,890,7.82,607,357,2017,william lone human citi dead born vagu memori past life contemporari japan fail anyth use determin make mistak time life live realli mean rais group undead william must discov circumst brought citi peopl well mean exist live full life sourc ann,54,16478,541,1382,8143,10.0
Nora to Zassou,891,7.82,4144,53,2018,follow death daughter assist inspector hajim yamada lost hope everyth job like close age prostitut ring exactli help matter meet girl look alarmingli like late daughter name shiori umino runaway girl desper enough sell escap hous tell anyon sourc mu,162,1140,1155,71,2091,14.0
Kimi ni wa Todokanai.,892,7.82,3758,109,2018,childhood friend kakeru ashiya yamato oohara seem like would never get along kakeru amiabl student flunk pop quizz handsom yamato capabl anyth make friend kakeru pay lot attent almost everyth friend particularli interest know yamato never acknowledg numer romant confess often get girl thu alon classroom kakeru grab opportun ask yamato meddlesom question yamato give vaguest answer impuls almost let declar love toward kakeru although subtl kakeru know deep confess stay denial due unpreced incid yamato secretli admir kakeru quit time may never reach heart,109,2282,245,101,2265,15.0
Meitantei Conan: Keisatsu Gakkou-hen - Wild Police Story,893,7.82,12862,29,2019,spin take place 7 year event meitantei conan focus rei furuya jinpei matsuda kenji hagiwara wataru date hiromitsu morifushi time metropolitan polic academi,197,117,718,10,311,8.0
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 3-bu - Ryouchi ni Hon wo Hirogeyou!,894,7.82,7627,27,2018,protect care danger myne abandon life know becom rozemyn archduk mana rich adopt daughter passion book chang hesit charg anoth strang new world biblio fantasi bookworm bookworm detail set continu expand book make industri sourc j novel club,46,1056,81,29,1084,13.0
Brutal: Satsujin Keisatsukan no Kokuhaku,895,7.82,814,669,2019,handsom success talent detect hiroki dan investig solv anoth good deed add pile close case howev work fulfil still time becom frustrat polic helpless vile peopl beyond reach law reason hiroki take matter hand eye eye tooth tooth hiroki exact twist justic dredg societi one good deed time,67,10218,955,543,8263,14.0
Watashi no Oshi wa Akuyaku Reijou.,896,7.82,908,443,2020,ordinari offic worker rei oohashi wake one day find rae taylor heroin favorit otom game revolut surround attract men vy attent would maiden dream case rae none hold candl villai clair fran oi whose blond drill shape ringlet accentu haughti irresist charm origin stori clair harass bulli heroin drive latter closer male love interest rae intent pursu men heart set clair unus receiv end affect clair left merci rae endless tea power true love rae success convey heartfelt feel villai,69,10934,413,701,6218,6.0
Ookami no Kawa wo Kabutta Hitsuji Hime,897,7.82,6482,43,2020,aki rikuj wolfa work butler royal castl land sheepa quiet peac day get shaken save life princess momo shiudafari shi sheep princess immedi latch onto aki know becom princess privat tutor momo want math lesson aki even sneak wolf woman bedroom seduc aki soon realiz timid woolli exterior momo wild anim sourc seven sea entertain,148,1142,762,53,792,6.0
Shumari,898,7.82,26745,5,1978,synopsi inform ad titl,6,18,163,9,126,17.0
Dorabase: Doraemon Super Baseball Gaiden,899,7.82,11916,50,2000,dorabas take place tokyo 22nd centuri protagonist stori kuroemon cat robot type doraemon captain team manag basebal team edogawa dora manga focus stori edogawa dora face countless adversari grow team unabl win even singl game world class amateur basebal team rule basebal remain larg unchang 22nd centuri notabl except three design secret gadget main doraemon seri use game sourc wikipedia,78,152,796,67,206,5.0
Sakurasou no Pet na Kanojo,900,7.82,1570,156,2011,kick main dorm bring stray cat kanda sorata forc live smaller sakura hall problem student sent live although mind roommat sorata wait move sakura hall shiina mashiro move dorm everyth chang mashiro artist geniu young age mani award skill due childhood focus art common sen social skill forc take role take care mashiro sorata learn begin path self improv sourc mangahelp,85,2433,2108,335,6806,11.0
Omairi desu yo,901,7.82,2028,81,2011,miza yuuji call beauti priest uguisuzaka shop district love respect skill buddhist priest demur demeanor kind air profess pledg cloth vow remain unmarri celib life harbor crush best friend sabur sinc middl school sabur back town take parent tofu shop eight year absenc yuuji must deal feel thought long sinc move past get drunk one even sabur presenc sourc septemb scanlat,101,4453,1632,344,2134,15.0
Kamisama no Iutoori 2,902,7.82,843,723,2013,high school student yasuto akashi day begin like fight best friend senichi aoyama caus skip school akashi realiz wrong immedi return school howev instead open gate find school complet seal outsid world soon giant cat head blast window akashi spot aoyama dress rat costum drench blood three student manag leav school aliv day similar occurr report throughout world akashi free harm howev invit partak deadli game whose particip compos miss school fate day,194,4291,9785,522,5551,7.0
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 1-bu - Hon ga Nai nara Tsukureba Ii!,903,7.82,1460,195,2015,god even reincarn plea let keep read lot book die wish urano motosu univers student love read book matter genr type treasur book extent aim graduat librarian certif verg acquir earthquak caus bookshelf collaps crush death though may grant job dream least grant anoth chanc life awaken frail five year old girl name main find foreign mediev citi popul peopl strang color hair new world fascin main lack strength low statu famili shelter disappoint make thing wors realiz public literaci low book rare expens citi although main past life end love book thu begin stori bookworm quest make book,46,4578,4853,418,2681,13.0
Usotoki Rhetoric,904,7.82,3255,109,2012,lie sixteen year old kanoko urab know someon lie hear strang echo sound clang metal voic young overli honest child would point lie villag ostrac result eventu forc leav hometown tri find place citi tsukumoya 1920 japan chanc encount kanoko meet souma iwai gift penniless detect forc demonstr abil express appreci agre take ask girl assist iwai investig firm soon make name help client solv case souma sharp wit kanoko power process kanoko life enrich variou peopl encount investig,13,1604,1418,185,2571,8.0
Hana ni Arashi,905,7.81,1943,179,2017,nanoha chidori student girl school date tri keep secret classmat,204,4960,313,262,3731,6.0
Persona 5: Mementos Mission,906,7.81,7143,101,2018,phantom thiev mysteri group claim steal heart corrupt individu order achiev world reform allegedli heart stolen confess crime free howev peopl believ phantom thiev mere urban legend ren amamiya ann takamaki two member phantom thiev learn ann cowork glamor model mika harass convinc ask help post phantom aficionado websit three wit top product compani execut medic emerg incid later theoriz attempt murder rest phantom thiev agre investig presum poison clear suspicion aim mika soon enough find look sever matter concern ren confid differ walk life differ part citi press question could phantom thiev self proclaim mission possibl relat,87,641,833,45,896,12.0
Mahou Shoujo ni Akogarete,907,7.81,1685,315,2019,hiiragi utena alway look magic girl fantas transform cool heroin fight evil doll like figur approach one even claim magic power lie dormant within trembl excit color dream quickli shatter iron turn event transform villain disinterest associ forc evil tri quit group magic girl appear declar war battl ensu hiiragi soon discov enjoy inflict pain other true natur start emerg mahou shoujo ni akogaret follow hiiragi begin new life leader villain fight magic girl indulg newfound sadist natur heart content,147,7094,136,472,3119,13.0
Dekiru Neko wa Kyou mo Yuuutsu,908,7.81,6811,49,2018,saku took stray black cat never expect would becom equival housekeep life partner yukichi giant cat tower saku ordinari felin take great pride culinari skill good sale supermarket alway get whisker twitch saku may act togeth yet least yukichi sourc seven sea entertain,202,1018,49,49,1438,11.0
Dame na Watashi ni Koishite Kudasai,909,7.81,733,408,2013,recent unemploy 29 year old michiko shibata bare money left must surviv sole cabbag qualif littl experi age job interview unfruit despit continu splurg expens gift young boyfriend hope romant interest someday marri support eventu shibata find feel one side boyfriend lie use money lowest point life unexpectedli reunit ayumu kurosawa strict former bos resent feel respons unemploy kurosawa agre help shibata becom employ,218,5931,8050,694,7843,17.0
Kishibe Rohan wa Ugokanai,910,7.81,1233,165,1997,spin focus kishib rohan eccentr mangaka abil read peopl memori abil call heaven door seek supernatur see mysteri abil volum 1 1 episod 16 zangeshitsu confession 2 episod 02 mutsukabezaka mutsukab hill 3 episod 05 fugou mura millionair villag 4 episod 06 mitsury kaigan poach seashor 5 kishib rohan gucci e iku rohan goe gucci volum 2 1 episod 04 mochizuki ke otsukimi harvest moon 2 episod 07 getsuyoubi tenki ame raini monday 3 episod 08 n 4 episod 09 run,189,3302,5465,165,4641,8.0
Kenrantaru Grande Scène,911,7.81,6013,62,2013,kanad young went ballet perform neighbour lisa overwhelm amaz danc decid want danc like lisa parent agre let take ballet lesson ballet much harder lisa beauti danc may led believ kanad determin endur becom wonder ballerina sourc mangahelp,29,1109,36,93,1697,11.0
Rozen Maiden,912,7.81,998,603,2002,legendari dollmak rozen creat sever uniqu doll throughout life materi use made special known rozen maiden doll imbu rosa mystica preciou gem give life doll specif purpos must fight contest call alic game winner becom alic perfect girl chanc meet father creator jun sakurada middl school shut experi alic game close person one doll arriv hous wind spring provid come life introduc shinku fifth rozen maiden despit jun quickli becom annoy haughti attitud find work togeth attack anoth doll shinku behest jun becom medium allow use life forc power defeat enemi aftermath fight rozen maiden appear decid live jun hous peac exist mean must fight,42,2241,7149,763,6188,12.0
Orpheus no Mado,913,7.81,8407,42,1975,stori begin regensburg germani 1903 rumor boy cathol sebastian music institut someon look window one tower known window orpheu see beauti girl fall love love bring pain end like tragic greek myth orpheu eurydic two student klau isaac see girl window realiz fellow student juliu rais boy thing spin control live chang forev sourc wikipedia,158,231,289,57,1380,14.0
Top Secret,914,7.81,4984,64,1999,possibl extract two year person memori project onto visual display see brain person death would certainli benefici solv difficult murder case sinc memori would display victim last moment cost dead privaci stranger poke privat memori effect imageri may person whose job requir go psychot murder mind experi whatev emot feel murder felt skin disembowel victim top secret shimizu sensei explor idea display imag deced memori brain,159,492,407,88,2686,8.0
Kiss/Hug,915,7.81,1096,220,2007,ryuu super busi like transfer student england black hair blue eye arriv night tanabata festiv ryuu yukino becam attract first sight declar mine brought confus yukino zero experi love could actual fall love sourc aerandria scan,17,1255,10952,401,3387,18.0
Ace wo Nerae,916,7.81,14002,13,1973,stori ordinari high school girl gradual discov hidden talent tenni sever train design strict coach everi becom ace tenni player sourc mu,158,78,257,28,651,5.0
Ikigami,917,7.81,790,437,2005,dystopian nation public prosper law like effect nation welfar act citizen age 18 24 select die countri twenti four hour nanocapsul carri death chosen receiv notif call ikigami govern messeng govern give one ostens reason act purpos spread valu life kengo fujimoto newli instat ikigami messeng indecis stanc act curb hesit avoid watch eye nation polic kengo decid deliv ikigami help shape opinion ikigami follow peopl act know final hour upon whether commit act kind crime passion chosen action profound impact around ultim lead kengo decis,233,3916,4872,766,11084,4.0
Hanatsukihime,918,7.81,1196,201,2007,ly born heart beat save mother made contract devil ly borrow heart day turn 16 eat bodi togeth companion siva someon met chanc desert night travel around dancer girl find devil seal fate one day travel suddenli meet egoist princ ring spirit thousand one night romanc devil young girl sourc aerandria scan,136,741,10830,243,3234,12.0
Yume-iro Pâtissière,919,7.81,3007,98,2008,ichigo amano ador cake dream share passion other one day stuf face sweet festiv ichigo stumbl across cake remind pastri past intrigu henri luca p tissi r made cake impress astut sen tast implor ichigo enrol st mari academi train next gener p tissi re aspect creat confect first day transfer student ichigo pray success front queen sweet spirit statu campu later place group school legendari sweet princ three boy top class special differ confectionari disciplin struggl keep cours materi face scrutini classmat amateur despit prais receiv henri upset skill pale comparison talent team member ichigo vow use everi wake hour practic see convict sweet spirit name vanilla answer wish coach ichigo basic bake amaz cake vanilla aspir becom one sweet kingdom royal p tissi re must first prove abil aid human use magic vanilla help elev ichigo techniqu confect next level two work toward becom top p tissi re,178,1190,2483,206,2287,2.0
Kageki Shoujo!!,920,7.81,7733,50,2015,ever sinc littl girl sarasa want play role oscar part kouka act troup femal act troup similar takarazuka revu attend two year kouka school music theatric art sarasa practic sing danc act grow closer girl year includ roommat stoic former j idol ai though sarasa great make friend outspoken natur grand ambit earn lot enemi well sarasa keep upbeat attitud achiev dream stardom sourc seven sea entertain,159,648,31,33,1487,14.0
"Kumo desu ga, Nani ka?",921,7.81,274,1123,2015,mysteri explos kill entir class full high school student soul everyon class transport fantasi world reincarn student reincarn princ prodigi other bless heroin lowest class discov reincarn spider bottom food chain need adapt current situat willpow order live stuck danger labyrinth fill monster eat eaten stori spider whatev order surviv sourc mu,220,39430,1352,2761,10443,10.0
Ayakashi Ko,922,7.81,2875,101,2015,nestl within tokyo asakusa district lie quiet mansion known ayakashi sou despit size mansion home singl sixteen year old girl howev ayakashi sou take name ayakashi japanes spirit ghost inhabit kuuko yukim prank love fox girl gentl snow woman call place home childlik zashikiwarashi kii watch build soon join newli creat cat youkai name nene nowher el go live ayakashi build owner mahoro miyatsuka inherit late grandmoth due abil see interact spirit abil allow connect ayakashi mahoro habit talk invis peopl led peer avoid despit mahoro content tend ghostli friend spend day watch firework play game otherwis live life one day time,47,1970,1079,153,3438,11.0
Watashi no Shounen,923,7.81,1674,254,2015,thirti year old satoko tawada live rather monoton life singl offic job dull bos ex boyfriend constantli bother noth look forward hour fed anoth lousi day work satoko stop park night drink unwind stray soccer ball land foot chase ball 12 year old boy name mashuu hayami satoko scold late soon enough learn even time mashuu allow practic refin soccer skill due past tenur univers futsal team gener concern safeti night satoko begin teach mashuu basic soccer howev time satoko spend mashuu find becom matern figur neglect boy mashuu begin find solac outing everyon may abl support understand odd relationship,230,2651,2781,307,5232,14.0
World Trigger,924,7.81,349,1765,2013,mikado citi otherwis peac citi suddenli invad gate anoth world open seemingli nowher interdimension monster call neighbor attack man made weapon prove ineffect citi quickli destroy hope appear lost mysteri group known border defens agenc begin retali use special technolog call trigger manag halt invas four year later organ continu protect populac mikado citi rever hero yuuma kuga new student first mikado citi high school school associ border come surpris transfer danger area seen suspici soon target bulli border member train osamu mikumo stand yuuma despit doubt two situat turn grim neighbor arriv gate abruptli open forbidden zone osamu struggl fend trigger yuuma defeat ea osamu inquir yuuma posit border turn yuuma agent neighbor,127,23578,1061,2819,14350,9.0
Bonnouji,925,7.8,412,757,2008,broken boyfriend five year 26 year old michiyo ozawa goe drink cowork meet unfortun accid elev apart order littl choic resort ask nearest household access toilet meet zenji oyamada tenant seem like somewhat ordinari guy surfac ozawa notic mountain box room oyamada brother like send box contain trinket eccentr rapidli chang hobbi oversea instantli intrigu box ozawa ask oyamada would like open one ozawa heartwarm stori ordinari coupl strang box open begin,52,3789,24124,691,10614,11.0
Lucky Dog 1 Blast,926,7.8,4011,84,2011,giancarlo gian bourbon del mont live life pace matter thrown prison rest assur leav whenev want still decid whether give life leisur behind bar unthink happen four five captain cr 5 italian mafia belong arrest incarcer near simultan gian know captain bernardo ortolani ivan fior luchino gregoretti giulio di bondon familiar one given hold much lower rank organ therefor seem like joke told suddenli promot level furthermor success jailbreak entir group becom next cr 5 bos spite confus gian lack ambit call lucki dog noth doubt futur await bring new friend freedom,55,1863,262,237,2118,8.0
Hataraku Maou-sama!,927,7.8,449,507,2011,fear dark loom live citizen ent isla demon lord satan wage war human rule world howev human near defeat champion hero emilia success bring satan conquest standstil quandari forc retreat random world known earth alongsid loyal gener alciel vow one day return satan decid recov power new world unfortun earth end devoid invalu magic even remain undet goal world domin cope disadvantag world bring disguis human name sadao maou moreov start work part time fast food restaur alciel find way restor magic reserv soon enough howev satan realiz want conquer ent isla earth thu begin satan journey becom full time employe climb top corpor ladder yet emilia suddenli appear throw cold water plan declar go finish good,84,18566,1558,1792,11688,12.0
Kidou Senshi Gundam Thunderbolt,928,7.8,6065,101,2012,univers centuri began mankind move burgeon popul outer space year uc0079 cluster coloni furthest earth side 3 proclaim princip zeon launch war independ earth feder nearli one year sinc war broke thunderbolt sector reef section space larg quantiti wreckag battleship destroy space coloni war lie violent battl play earth feder forc set sight recaptur zeon control sector sourc zeonic republ,21,1221,90,97,1354,9.0
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo? Z,929,7.8,3455,59,2012,spin mondaiji tachi ga isekai kara kuru sou desu yo,3,959,2780,103,1706,13.0
Sword Art Online: Mother's Rosario,930,7.8,3690,90,2014,asuna leafa silica lisbeth homework kirito asuna log hous 22nd floor new aincrad lisbeth inform asuna player known zekken absolut sword challeng player 24th floor offer 11 hit origin sword skill reward asuna told mysteri player actual convert differ game thirti player attempt challeng player includ leafa even kirito defeat hear kirito said someth player defeat share said other think mysteri player come reason asuna decid challeng player well surpris player actual girl name yuuki sourc sao wikia,83,477,2246,89,2373,10.0
Shujinkou Nikki,931,7.8,8116,22,2021,mother popular shoujo manga artist brother good sport popular school compar twist person low self esteem someon like end help mother shoujo manga togeth brother friend sourc chibi manga,17,1228,24,37,809,18.0
Devil May Cry 5: Visions of V,932,7.8,7098,102,2019,base game devil may cri 5 spinoff stori viewpoint mysteri man v stori go v birth meet familiar plot detail essenti prequel game sourc ann,134,713,882,33,830,12.0
Kindan Shitei de Breakthrough: Boy Meets Satan,933,7.8,2107,167,2020,hero son ghost demon king master pupil eirth son hero defeat great demon king troubl alway expect achiev great thing unabl meet expect matter effort put result obtain never enough disappoint compar father know son hero live everi day like eirth meet destini room contain sword father hero interest train free time eirth receiv special person train demon king get back parent world come day parent hero past first love princess childhood friend genius era world trembl sourc mu,51,2852,4460,125,1542,10.0
Mairimashita! Iruma-kun: Kalego Gaiden,934,7.8,10024,17,2021,young kalego naberiu school day babyl demon school begin plan immedi target sever student mistak infam top dog babyl despit hospit sever student littl known top dog ident asid fact dark curli hair sport two horn wear combin boy girl uniform also appli kalego desir peac school life kalego friend baramu balam shichir resolv uncov true ident mysteri troublemak put end reign chao,186,298,786,5,548,13.0
Nanbaka,935,7.8,2433,254,2013,super excit action comedi star inmat guard world formid prison sourc crunchyrol,237,2864,325,474,3530,14.0
Akebi-chan no Sailor-fuku,936,7.8,1838,216,2016,akebi komichi live countrysid famili entranc prestigi roubai academi middl school girl want two thing wear school sailor uniform make hundr friend,209,3994,240,402,5137,11.0
Melancholia,937,7.8,3513,123,2017,melanchol omnibu drawn master short stori dowman sayman end world draw near peopl think fill fun mere moment repos pure bliss live dull melancholi bitter sweet read clever stori gimmick unfold feel slowli penetr heart sourc shueisha translat,210,643,2466,80,2307,9.0
Migi to Dali,938,7.8,5395,72,2017,tabl angel secret boy name hitori stork brought angel live middl age coupl bless child parent kind hous spaciou meal hot protect happi receiv hitori continu hide import secret parent sourc ann,118,705,1145,89,1464,4.0
Urusei Yatsura,939,7.8,1584,410,1978,would tiger skin bikini clad alien follow school everi day poor ataru life never return normal sinc volatil extraterrestri princess lum fell excruciatingli wealthi genteel rival mendo add ataru torment mention unend stream extraordinari classroom visitor educ materi includ incompet cherri blossom spirit legendari nightmar eat tapir fourth dimension camera breach altern realiti sourc viz medium,197,2199,2780,546,5707,3.0
Trinity Blood,940,7.8,1007,543,2003,distant futur armageddon caus appear second vampir moon spark begin war human methuselah vampir feed blood esther blanchett orphan rais church st matthia citi istvan one day meet abel nightroad priest sent subdu threat vatican organ alli human beneath abel meek facad hide real ident crusnik vampir prey blood kind vatican greatest weapon esther peac time cut short church bomb betray friend dietrich nowher el go team abel tre iqu machin disguis human travel rome look answer behind devast home howev journey easi battl variou obstacl well discov secret abel past,8,5084,1716,1253,7473,7.0
Kodomo no Jikan,941,7.8,824,1082,2005,stori kodomo jikan center around 23 year old aoki daisuk land first teach job grade school teacher futatsubashi elementari school place charg class 3 1 one student mischiev precoci rin kokono develop crush goe far proclaim aoki girlfriend aggress pursu effort teacher despit fact lose job get close situat complic often complex intertwin relationship exist respect friend famili peer sourc wikipedia,56,4048,9581,1052,5553,11.0
Kiniro no Corda,942,7.8,1711,277,2004,everi year prestigi seiso academi hold promin music competit best student academi allow particip though elig appli student music depart actual make competit sourc viz medium,135,2163,3617,700,3674,14.0
Switch,943,7.8,1622,236,2002,bureau health welfar narcot control depart kai etou haru kurabayashi new work crime investig kai weak gener 22 year old man cannot hurt other even necessari becom matori nicknam crimin investig narcot control depart help peopl break away drug haru hard worker self awar aptitud avoid associ kai sinc useless empathet toward everyon first assign haru kai must arrest infam drug dealer kai get fight suspect trigger switch make ruthless unstopp kai haru struggl solv drug relat crime edg closer unveil caus kai behavior past,100,1888,2492,496,6115,8.0
Saiunkoku Monogatari,944,7.8,3472,67,2005,stori take place fiction mediev empir saiunkoku follow adventur shuurei kou descend nobl famili fallen hard time father serv librarian imperi palac post offer prestig respect littl compens shuurei teach templ school work odd job make end meet dream pas imperi examin take post govern path forbidden woman shuurei plan come abrupt halt emperor grand advisor make startl offer join imperi household six month young emperor consort teach emperor respons ruler succe financi reward great stori detail shuurei grow relationship emperor member court intrigu surround imperi polit shuurei commit better countri sourc wikipedia,11,1273,954,253,2687,13.0
Magic Kaito,945,7.8,2411,281,1987,kaito kuroba normal teenag student whose father often absent father die mysteri circumst made awar father secret ident famou intern crimin known intern crimin 1412 phantom thief murder mysteri organ refus aid retriev pandora gem mystic stone said shed tear pas particular comet often call volley comet consumpt bestow immort vow prevent organ gain immort assum father ident begin quest gem clue gem locat glow red full moon doublet gem hidden within larger gem thu would rel larg one bizarr histori alway store place never receiv moonlight thu research steal famou priceless gem odd histori incred well defend area alway return next full moon sourc wikipedia,197,2937,1251,412,2068,10.0
Yankee-kun to Megane-chan,946,7.8,368,1057,2006,hide school toilet daichi shinagawa cur upon fact idl high school life suddenli interrupt annoy presenc class repres hana adachi unfortun delinqu eccentr adachi enter male washroom without hesit discov hide spot flash go field trip classmat least shinagawa concern thing adachi would give hook crook insist everyon class attend trip includ reluct shinagawa make matter wors despit constant reject adachi would keep follow shinagawa even school end howev encount pair purs snatcher shinagawa soon learn adachi unexpect side soon thrust chaotic school life fill inescap antic,194,10410,13216,2200,14801,16.0
Rasetsu no Hana,947,7.8,4816,57,2005,yakou hoshino abil creat barrier made water lend power ghost buster compani led woman name rasetsu though rasetsu mysteri includ fact cur evil spirit spit imag yakou guardian ghost,13,758,1452,117,1400,8.0
Kamen Rider Spirits,948,7.8,7058,74,2000,taki kazuya interpol agent live new york citi current investig string disappear murder seem caus someth inhuman alway tell stori friend cyborg hero name kamen rider year ago japan brought evil organ shocker save peopl monster never seek reward deed howev one believ tale group orphan befriend one orphan transform monster taki track creatur respons attempt fight costum call new kamen rider howev fare poorli verg kill moment none takeshi hongo origin kamen rider come rescu hongo newli inspir taki team manag defeat creatur afterward hongo inform taki new danger rise threaten human ask help set find alli eight kamen rider team taki continu work interpol along assist hongo search,143,499,414,87,1397,7.0
Franken Fran,949,7.8,475,1426,2006,synopsi inform ad titl,29,5958,13041,1388,12397,7.0
Persona 4,950,7.8,2184,236,2008,inaba sleepi countrysid town recent center string mysteri serial murder parent head abroad work souji seta move town live uncl year enrol yasogami high school place class bold chie satonaka rowdi yosuk hanamura refin yukiko amagi four quickli becom friend begin hang school chie ask souji ever heard midnight channel channel one view turn tv alon midnight raini weather said stare one reflect screen soulmat appear instead believ urban legend souji chie yosuk decid tune stroke midnight wit classmat appear screen classmat end next victim serial murder three realiz mysteri midnight channel somehow involv polic struggl find lead souji new friend decid investig mysteri begin search take across inaba also mysteri parallel world beyond tv,87,2251,1091,437,4171,12.0
Hapi Mari: Happy Marriage!?,951,7.8,476,867,2009,men root takanashi chiwa problem never time opportun boyfriend entir life full time offic ladi part time hostess work night day pay dad debt fail busi one night part time job high class custom fire next day call see presid never even seen offic find marri kind guy mamiya hokuto anyway becom one chiwa problem save marriag even last sourc aerandria,175,4940,20711,1126,6639,14.0
Drifters,952,7.8,438,689,2009,start edo period samurai toyohisa shimazu midst bloodi battl legendari tokugawa clan ensur success retreat shimazu clan forc entir unit massacr toyohisa manag singl handedli forc enemi withdraw cost mortal wound walk battlefield deject mysteri find white hallway immedi thrown door awaken differ world encount drifter legendari warrior die end realm togeth use knowledg experi past live order take empir fight unknown forc evil intend crush human,227,17522,915,1759,14073,10.0
Love Hina,953,7.79,221,3925,1998,said coupl get univers tokyo togeth live happili ever howev keitar urashima utokyo distant dream fail entranc exam twice alreadi decid stay grandmoth inn tokyo order prepar third attempt therefor surpris find grandmoth gone long vacat inn also becom hinata hous girl dormitori unfortun keitar seri misunderstand first visit leav five untrust tenant haruka urashima aunt work dorm bring supposedli utokyo student girl impress quickli chang reluctantli allow stay feel guilti lie slowli get know new neighbor cute yet violent naru narusegawa cheeki opportunist mitsun konno soft spoken shinobu maehara straight lace motoko aoyama mischiev kaolla su thu continu unpopular keitar difficult journey get utokyo chanc fulfil childhood promis girl ever shown interest mayb mayb meet,194,5967,40929,3440,13820,3.0
Kamikaze Kaitou Jeanne,954,7.79,881,823,1997,nearli end centuri one girl break news kaitou jeann phantom thief supposedli sent god steal paint around citi real ident maron kusakab 16 year old rhythmic gymnast enthusiast student momokuri academi someth unknown even best friend miyako toudaiji charg polic chase jeann hidden insid paint maron steal demon sent demon lord plan weaken god power minion posse human heart assist minor angel finn fish maron reincarn jeann arc assum alter ego hunt cur paint seal vile demon away howev tough job balanc duti lonesom high school life prove challeng mysteri new phantom thief make appear kaitou sinbad,178,1036,13727,605,3804,12.0
Black Cat,955,7.79,330,1761,2000,train heartnet amic bounti hunter known sweeper talent sharpshoot work alongsid cool head partner sven vollfi hunt want crimin unfortun howev despit effort dynam duo alway seem short money forc accept job beauti rinslet walker sli thief hire mysteri girl name eve howev motley crew soon discov terribl plot revolution world mastermind someon train know loath passion plan set motion soon made clear behind carefre sharpshoot smile face lie tragic past insati desir reveng,189,4937,23770,2095,13877,10.0
Chobits,956,7.79,223,2817,2000,endur four year high school hideki motosuwa strive get univers choic attend cram school tokyo concurr work daili shift bar make end meet thu miss world latest invent human like comput call persocom long persocom hideki met stroke luck stumbl upon cute abandon persocom garbag pile upon find power button hideki find newfound robot faulti capabl utter word chii hideki decid name chii howev ordinari persocom capabl think learn legendari type robot known chobit hideki teach chii live ordinari life uncov truth behind elus chobit seri,230,5224,43018,2564,13026,9.0
Alive: Saishuu Shinkateki Shounen,957,7.79,672,545,2003,taisuk kanou averag 16 year old student two close friend hiros megumi hiros troubl bulli taisuk alway defend even though wind get beaten instead hiros class one day taisuk hit someth unworldli split second see vision univers walk home school see girl fall die front first thought jealousi later find strang sensat hit spread throughout japan struck either commit suicid evolv comrad evolv usual dark intent rest world sourc ann,193,3695,9138,917,10428,9.0
Hybrid Child,958,7.79,1880,123,2003,commonli mistaken doll hybrid child toy adapt human abil read book convey emot capabl reli degre affect owner provid nurtur best affect model flourish togeth 10 year sloth kotar izumi believ hazuki hybrid child own life etern everyth come crash artifici human suddenli collaps hybrid child manifest struggl hybrid child owner three brief narr,9,419,7138,121,2278,14.0
Kingdom Hearts II,959,7.79,1384,470,2006,quiet littl hamlet twilight town live boy name roxa friend hayner penc olett tri enjoy final day summer vacat strang thing begin happen first group fals accus steal photo town attack bizarr white creatur oddest occurr recur dream roxa boy name sora presenc girl name namin mysteri secret share roxa sourc tokyopop,187,2772,4521,809,3787,10.0
Pumpkin Scissors,960,7.79,3947,79,2002,long war republ frost empir abruptli sign ceas fire end war three year later empir ruin starvat plagu former soldier becom bandit former anti tank trooper randel orlando unexpectedli run join pumpkin scissor platoon imperi armi relief effort led alic l malvin restor order war torn empir sourc del rey,193,1687,211,226,2364,14.0
Koukyoushihen Eureka seveN,961,7.79,1662,321,2005,renton thurston young 14 year old tire monoton life thing make happi lift extrem form aerial hoverboard feel frustrat come life toil grandfath garag son enigmat yet legendari hero one day larg lfo light find oper craft call nirvash fall sky beauti young girl name eureka emerg ask repair smitten renton liter fall help two begin journey chang destini,184,1029,5907,409,3587,9.0
GunSmith Cats,962,7.79,1651,464,1990,ralli vincent work day chicago gun store gunsmith cat drop hat hang gone fish sign strap gun take road muscl car fulfil role one chicago toughest respect bounti hunter expert sharpshoot drive skill augment partner minni may abil explos kind need everi bit skill friend bring highest bounti determin power crimin chicago mob charact hold grudg life wit firepow outwit whatev law throw featur authent detail firearm automobil ever drawn author artist kenichi sonoda creat complex suprem excit stori vein hollywood action film detail dynam manga classic seri,2,1311,3179,348,6204,10.0
