name,ranked,score,popularity,favorite,published,genre,description,serialization,reading,completed,dropped,plan_to_read
Golgo 13,772,7.87,3337,95,"Nov 29, 1968","Action, Adventure, Award Winning, Drama, Mystery","For four decades, Golgo 13 has been the world's greatest assassin for hire - sometimes to settle a private score, and sometimes to change history!

His real name and nationality are unknown - but his legend is everywhere. G13 never fails a job, and never sees his clients again...

...unless they try and betray him!",Big Comic,884,325,213,"4,122"
Kieli: Shisha-tachi wa Kouya ni Nemuru,773,7.87,2451,116,"Dec 6, 2005","Adventure, Fantasy, Mystery, Supernatural","Born from the corpses of fallen soldiers, the ""Undying"" are near-immortal beings created for the sole purpose of being weapons. However, after the War came to an end, so did their usefulness, and the Church began slaughtering them mercilessly in the Undying Hunt. Eighty years have passed since then; there are now barely any remnants of the Undying, and those found alive are hunted down by the Church.

Kieli, an orphan studying at a religious boarding school, possesses the unique ability to see spirits. Isolated from her classmates, she spends her days talking with Becca, the spirit of a girl who used to inhabit her room. One day, Kieli runs into an aloof and mysterious individual named Harvey, one of the few surviving Undying. Following an unexpected turn of events, Harvey saves Kieli from being run over by a train, putting himself at risk in the process. Wanting to learn more about Harvey, Kieli decides to accompany him in fulfilling his promise to the Corporal, the spirit of a soldier who died in the War and has since been possessing a radio—the promise to reunite him with his mortal remains.

Throughout their journey, Kieli discovers that beyond Harvey's seemingly ruthless nature lies a kind and thoughtful man tormented by the horrors of war. As the two begin to interact and grow closer, they will develop a bond that they can forever cherish, and Harvey may finally find the warmth that he once lost.

",Mystery Bonita,496,"3,685",105,"3,514"
Ushio to Tora,774,7.87,2221,124,"Feb 10, 1990","Action, Award Winning, Comedy, Supernatural","Ushio to Tora centers around the travails and battles of Ushio Aotsuki, who is constantly being stalked and aided by a gigantic, supernatural and sometimes invisible tiger-like monster.

Ushio's family maintains a Shinto temple in Japan, where ~500 years ago, his samurai ancestor battled that same tiger to a standstill, and eventually trapped him against a rock using a blessed spear called the ""Beast Spear,"" which in addition to its intrinsic formidability as a weapon, can also endow its wielder with the martial ability of the ancestor who originally wielded it.

Ushio accidentally unsealed the cave Tora was trapped in. Initially, Ushio refuses to remove the spear pinning Tora down, but Tora's unsealed presence summons various monsters who wish to fight him, and by extension Ushio. Ushio is forced to free Tora, who would like to eat Ushio, but dares not since Ushio keeps the spear close by. The series focuses on their relationship, interspersed with battles against mythological foes, and with Tora's attempts to grapple with modern life.

(Source: Wikipedia)",Shounen Sunday,"1,226","2,973",293,"3,789"
Thomas no Shinzou,775,7.87,3656,200,May 1974,"Boys Love, Drama","As winter draws to a close, German boarding school student Thomas Werner dies one morning. He leaves behind a single letter addressed to his fellow student Juli that reads ""Here is my love. Here is the sound of my heart.""

With his faith shaken to the core by the words, the scholarly Juli sinks to the depths of despair. His cynical roommate Oscar finds himself watching over Juli's fragile mental state while keeping his own feelings for Juli under wraps. Then new student Eric enters the school - and he has an uncanny resemblance to the deceased Thomas...",Sho-Comi,318,"2,224",106,"2,624"
Koizora: Setsunai Koimonogatari,776,7.87,1400,348,2007,"Drama, Romance","Mika Tahara wants nothing more out of her high school experience than to have a fleeting romance. But while her friends have quickly matured at the start of the new school year, Mika's childish demeanor does not appeal to any of the boys in her grade. Just as her enthusiasm falters, the naive girl crosses paths with Hiroki ""Hiro"" Sakurai—one of the school's delinquents.

Though Hiro is rough around the edges, Mika soon falls head over heels for him, and the two start dating. While the relationship seems like everything Mika imagined it would be, jealousy, deceit, violence, and tragedy threaten to tear the two teenagers apart. As they work through these new struggles alongside the volatility of young love, Mika and Hiro find they may have bitten off more than they can chew.

",Comic Mahou no iLand,"1,708","5,502",522,"5,296"
Acid Town,777,7.87,1183,318,"Mar 22, 2008","Action, Boys Love, Drama","In a bleak city where gangs hold more authority than the law, Yukio ""Yuki"" Kousei and his close friend Tetsushi ""Tetsu"" deal fake drugs in the back alleys to earn some cash. However, with a chronically ill little brother in need of hospitalization, Yuki and Tetsu set their sights on a vault located in the office of the Seidoukai—a well-known yakuza group—in hopes of acquiring a large sum of untraceable money.

Their plan does not pan out, but Yuki catches the interest of the young boss, Kazutaka Hyodo, who promises to take care of his brother's hospital bills and let them go unpunished. But as all deals come with a price, Hyodo tells him to come to his office alone once a week—without fail. With his brother's health as his first priority, Yuki accepts without hesitation and begins to keep his end of the bargain, all while tension brews between Seidoukai and a rising gang thirsty for power.

",RuTile,"5,937",550,"1,007","6,159"
Touge Oni,778,7.87,5207,39,"Apr 13, 2018","Adventure, Fantasy","In the ancient kingdom of Yamato, between the eras of gods and men, there was a time when the two coexisted. Miyo is chosen to serve as a human sacrifice to her village's god, Kippuuson-no-Mikoto, but she's not ready to die! Can Ozuno, a monk with the ability to speak one-on-one with the gods, save her life?

(Source: Yen Press)",Harta,"1,433",33,82,"1,936"
Rebuild World,779,7.87,1335,203,"Jul 26, 2019","Action, Sci-Fi","Hunters brave the ruins of a long-dead civilization at the behest of the corporate city-states who thrive on its detritus. Amidst the decay lie powerful artifacts of ancient technology, eclipsing anything the corporations can develop. For a few successful hunters, the search for these relics is a road to untold riches. For most, it's a shortcut to slaughter at the hands of mutant bioweapons and robotic sentinels. And for those trapped at the bottom of society, it's the only way out. Akira is uneducated, underfed, and unprotected—just another homeless kid in the sprawling slums between the walls of Kugamayama City and the deadly wastelands which surround it. Relic hunting offers his only hope of clawing his way to a better life outside the slums. But his first, desperate foray into the ruins threatens to end his brief life—until he meets a mysterious, incorporeal woman named Alpha.

(Source: J-Novel Club)",Dengeki Maoh,"7,535",151,349,"5,469"
Toorigakari ni One Point Advice shiteiku Type no Yankee,780,7.87,1918,93,"Feb 22, 2019",Comedy,"Quickly intimidated by his frightening gaze, many people wish they could avoid any contact with Kyou Sakurai. However, one only needs to spend a little bit of time with him to realize that beneath his scary appearance lies a warm personality. He gives short pieces of advice to everyone he meets, making their day brighter. With more people being drawn to Sakurai's considerateness, his entourage starts to grow as he continues to build strong bonds with everyone around him.

",None,"5,677","1,126",284,"2,296"
Kyou no Kira-kun,781,7.87,594,436,"Sep 13, 2011","Drama, Romance","For one short year, haplessly awkward, cockatiel-toting Nino has to keep watch over class joker and nextdoor neighbor, Kira-kun. Can Kira-kun—who harbors a terrible secret—find it in himself to open up and learn something new from Nino, or will she be consumed by his world? Two fates intertwine to become the ""closest love to Heaven.""

(Source: Kodansha Comics USA)",Bessatsu Friend,"7,462","10,490",982,"8,274"
Ganbare! Nakamura-kun!!,782,7.87,621,875,"Dec 27, 2014",Boys Love,"Okuto Nakamura is a timid and gloomy-looking student who cherishes only two things in this world: his pet octopus and his kind-hearted classmate, Aiki Hirose. Ever since the school entrance ceremony, Nakamura has admired his jovial classmate, albeit from a distance due to his poor social skills. After mustering up all the courage within him, he finally decides to talk to Hirose.

During this first attempt to make contact, an instinctive mistake turns the idea of friendship into a distant dream, as he creates a hilarious impression on his crush. At school, students are expected to cooperate on numerous activities together, meaning Nakamura gets to spend extra time with Hirose. Given these opportunities, can he successfully redeem himself and accomplish his goal of becoming good friends with Hirose?

",Opera,"1,362","18,320",195,"7,549"
Kakegurui Twin,783,7.87,2074,234,"Sep 19, 2015","Drama, Mystery","As a first-year student of the renowned Hyakkaou Private Academy, Mary Saotome knows her future is set for a one-way cruise to the top...

That is, until an encounter with an old-classmate-turned-housepet throws the newbie princess into the world of gambling! Can a normal girl like Mary make friends and survive debtless through only wit and luck? Find out in this prequel to the mega-popular Kakegurui!

(Source: Yen Press)",Gangan Joker,"3,838",480,250,"3,957"
Takane no Ran-san,784,7.87,2726,103,"Jul 13, 2017",Romance,"Ran Takamine is beautiful, intelligent, and athletically proficient. Her near-perfect demeanor causes her classmates to deem her difficult to approach, often comparing her to a flower blooming high atop a mountain. However, an encounter with the blissfully carefree Akira Saeki surprises yet comforts her. After all, not all people are afraid of her.

When Ran's mother requests her to visit Soleil, a small but elegant flower shop across town, she never expects to run into Akira again. As it turns out, his family owns Soleil and he helps around the store. But this fact embarrasses him so much that he urges Ran to keep it a secret. Enraptured by their incidental meeting, Ran continues to notice Akira at school to the point where she can no longer brush off her thoughts about him. As days turn into weeks, Ran begins to wonder which warms her heart more—the exotic blossoms at Soleil, or the boy who can speak the language of flowers.

",Bessatsu Friend,"1,427","2,186",165,"3,181"
Higurashi no Naku Koro ni Meguri,785,7.87,11670,30,"Oct 15, 2021","Horror, Mystery, Supernatural, Suspense","For a long time, Rika Furude never considered a life outside of the mountain village of Hinamizawa; spending every day with her friends seemed like it would be the best outcome she could ever hope for. However, a desire begins to stir in Rika's heart—one that she also wants her best friend, Satoko Houjou, to realize with her. Rika wishes to go to St. Lucia Academy, a prestigious school for well-to-do young ladies, something that is in direct contrast to the crying cicadas and rural nature of Hinamizawa. Satoko is hesitant, as she has never cared about studying, but after years of practice exams, both girls start their new lives at St. Lucia.

Rika's poise and graceful demeanor helps her fit in immediately at the new school, while Satoko struggles immensely. However, she was never really interested in adjusting—as long as she had Rika by her side. But when Rika befriends a group of refined young ladies, Satoko begins to feel isolated. Soon, her grades start to suffer, and the gap between the two friends continually widens until Satoko is at her breaking point. Left in a pit of despair, Satoko's desperation soon turns into something much darker, leading her to do the unthinkable.

",Young Ace UP,651,87,25,516
"Mikadono Sanshimai wa Angai, Choroi.",786,7.87,2955,97,"Dec 22, 2021","Comedy, Romance","As the son of the late legendary actress Subaru Ayase, Yuu has had many expectations placed upon him after he transferred to Saika Academy, a highly prestigious school where students can hone their personal talents. However, in contrast to his mother, Yuu is completely talentless. Being seen as completely mediocre, he would have no chance of standing side by side with the three emperors of Saika Academy: the Mikadono sisters, Miwa, Niko, and Kazuki, who are each prodigies in shogi, martial arts, and performing arts, respectively.

With Subaru's friend agreeing to take her son in, Yuu aims to fulfill his mother's last wish to him, which is to build a happy family, after never being able to form a proper mother-son relationship due to their difference in talent. As it turns out, his mother's friend is actually the father of the Mikadono sisters! Keeping his mother's wish in mind, Yuu aims to build familial bonds with the siblings. However, due to their extreme focus on their respective specializations, they show little interest in opening themselves up not only to him, but to each other as well. Nonetheless, Yuu strives to continuously support the three prodigies, as his kindness and care restores the bond between the sisters.

",Shounen Sunday,"4,376",71,140,"1,852"
Saihate ni Madou,787,7.86,2688,78,"Jan 6, 2023",Drama,"""Seven years ago, I killed a man.""

Kazuma Waku murdered the man who drove his little sister Yuri to suicide. For that crime, he spent seven years in prison. No matter how much time passes, he can't forget the face of that man dying. However, nothing lingers moreso than the image of that man's daughter, who witnessed her father's murder. Tormented by guilt, Kazuma resolves to make amends by dying.

On the day his mother picked him up from prison, Kazuma went to visit his sister's grave. There, he saw a familiar girl's face.

This is the story of a murderer and the daughter of his victim, a tale rife with drama and suspense.

(Source: Hero's, translated)",Flat Hero's,"4,072",56,75,"2,881"
Hokuou Kizoku to Moukinzuma no Yukiguni Karigurashi,788,7.86,5902,53,"Mar 30, 2018","Romance, Slice of Life","Most would call the Levantret territory a frozen wasteland. The sun does not shine for half of the year, and even when it does, the inhabitants must still endure the frigid cold. Even so, what Levantret does have is a boundless sky, spanned by the ethereal Northern Lights.

The local lord, Ritzhardt ""Ritz"" Salonen Levantret, loves his homeland more than anyone else. He is in search of a wife, but few women are willing to give up their lives of luxury and move out to the boonies. High society calls him the ""Yeti of the Borderlands"" and looks down on his simple lifestyle. At a dinner party, Ritz is enraptured by the decorated lady-knight Sieglinde ""Sieg"" von Wettin and immediately asks to marry her. To the surprise of most, she accepts a ""trial marriage"" of one year.

For Sieg, this is a chance to discover what it means to be a ""wife"" after spending the majority of her life in the military. On the other hand, Ritz wants to show her everything his beloved home has to offer. In the wintry Levantret, from hunting in the blistering cold to handicrafts around the cozy hearth, every day is filled with new and warm memories.

",Comic PASH!,"1,791",47,117,"1,038"
Seishun Buta Yarou wa Petit Devil Kouhai no Yume wo Minai,789,7.86,4565,42,"Mar 30, 2018","Comedy, Romance, Supernatural","Sakuta may have cured Mai's Adolescence Syndrome in the nick of time, but now he faces a no less harrowing task-convincing her to officially date him. After managing to win that round of verbal fencing, he gets some well-deserved rest...only to wake up ""yesterday,"" with all his progress reset. This inexplicable phenomenon seems to be centered on Tomoe Koga, and the only cure is to...pretend to be her boyfriend?!

(Source: Yen Press)",Dengeki G's Comic,421,"2,109",39,"1,566"
"Ichido dake demo, Koukai Shitemasu.",790,7.86,1359,320,"Jun 27, 2019","Comedy, Girls Love","Twenty-four-year-old Chiyo Kozuka is down on her luck. Unemployed and with an empty bank account and three months behind her rent, she has no idea what to do. That is until her landlady knocks on her door and asks if they can have sex! If Chiyo agrees, the landlady promises to help her with financial issues.

The following day, Chiyo wakes up surprised to see her landlady sleeping next to her. Confused and hungover, she finds that she has no memory of the previous night. Nonetheless, when her landlady wakes up, she stays true to her word and proposes a unique financial agreement to Chiyo—one that Chiyo is in no position to deny!

",Dengeki Daioh,"2,491","8,081",190,"2,868"
Wondance,791,7.86,2376,131,"Jan 25, 2019",Sports,"Kaboku Kotani is starting high school, and he plans to do what he's always done: go along with his friends, keep quiet, and not draw too much attention to himself. After all, it's hard enough to get by with a stutter like his—why make things worse by standing out from the crowd? But then he sees another first-year, Hikari Wanda, dancing like no one is watching—or like she doesn't care who sees her. It makes Kaboku wonder: Could he reach that same freedom? To find his way to Wanda, he does something he never thought he could: He joins the dance club. After all, every routine begins with a single step, right? Join Kaboku and Wanda as they freestyle their way to life and love!

(Source: Kodansha USA)",Afternoon,"3,153",70,224,"4,372"
Hiraeth wa Tabiji no Hate,792,7.86,3709,89,"Oct 22, 2020","Adventure, Supernatural","What lies beyond death? Mika, an energetic teenage girl, will soon discover the answer for herself. Struggling to overcome the loss of her best friend, Mika ceases to find meaning in her life and decides to die by suicide in an effort to chase after her friend in death. However, her fate takes an unexpected turn when an immortal human, accompanied by a god, prevents her from dying.

After learning about the existence of the afterlife from the god, Mika determines on a new goal: to join the two eccentric individuals on a journey to the world of the dead—in hopes of seeing her best friend once more.

",Morning Two,794,"1,193",84,"3,110"
Rengoku ni Warau,793,7.86,3754,58,"Dec 24, 2013",Action,"Set 300 years after Utakata ni Warau, and 300 years before Donten ni Warau, during the turbulent Sengoku period, it is the story of a young man named Ishida Sakichi, whose mission leads him to encounter a pair of mysterious twins at the Kumo Shrine.",Web Comic Beat's,"1,428",195,124,"3,161"
Gangsta:Cursed.: EP_Marco Adriano,794,7.86,3303,62,"Apr 9, 2014","Action, Drama","Killing is all Spas has ever known, and he does it without doubt or remorse. Taught to believe he's ridding the world of monsters, he sees the extermination of the Twilights as a necessary step toward making Ergastulum a safer place. Until the day when he's forced to confront the horrifying truth that the real monster might be...him.

(Source: VIZ Media)",Go Go Bunch,"1,284","1,655",126,"2,678"
Oushitsu Kyoushi Heine,795,7.86,3200,191,"Nov 18, 2013",Comedy,"A royal tutor is the person in charge of a prince's education—a title only given to the most outstanding teacher in the country of Grannzreich. Heine Wittgenstein, an adult with a child-like appearance, is asked by the king to teach four of the five princes, as their former tutors gave up on them. Determined to turn the young men into proper heirs to the crown, Heine accepts the challenging task.

When the princes greet Heine, their noble facade falls quickly and each of them shows their true personality: arrogant Leonhard wants nothing to do with tutors; stuck-up Bruno thinks Heine is not qualified for the job; flashy Licht only goes with the flow of his elder brothers; and stoic Kai is indifferent to the matter. However, Heine is set on educating his problematic new students—regardless of how they feel about him.

",GFantasy,"2,043",805,224,"2,574"
Ao Haru Ride: Awaken,796,7.86,2613,45,"Sep 17, 2014",Romance,"Chapter 1
Kou's own retelling of the events in the prologue chapter, unwritten.

Chapter 2
Futaba thinking about how to change her image as her middle school graduation ceremony approaches.

Chapter 3
Kou noticed Futaba and changes in her behavior during the first days of high school.",None,285,"5,144",37,"1,976"
Kuroko no Basket: Extra Game,797,7.86,871,328,"Dec 27, 2014",Sports,"The college basketball team Strky, comprised of familiar faces from past Interhigh tournaments, is ready to face off against the Jabberwock, a popular American street basketball team that has just arrived in Japan. But what they believe will be a friendly match against a foreign team turns into a devastating loss, and afterwards, the Jabberwock's captain Nash Gold Jr. comments that the people of Japan are equivalent to monkeys and should stop pretending to play basketball.

Angered by this insult, Kagetora Aida proposes a rematch with a different Japanese team, to which Nash accepts, believing the outcome will be the exact same. For the revenge match, Kagetora assembles the Vorpal Swords, consisting of the Generation of Miracles alongside Tetsuya Kuroko and Taiga Kagami—the only team that stands a chance in teaching the Jabberwock a lesson.

",Shounen Jump NEXT!,"3,810","12,929",272,"2,485"
Urara Meirochou,798,7.86,4117,80,"Apr 16, 2014","Comedy, Fantasy, Slice of Life","Labyrinth Town is a legendary city composed of ten districts, home to witches and diviners alike. In the outermost district of this maze, many young girls begin training to join the ranks of the ""Urara,"" a group of women known far and wide for their ability to divine the answers to the world's most difficult questions. Chiya, a wild girl raised amongst the animals in the mountains, is invited to take her rightful place as a first rank urara. By joining them, she hopes to divine the location of her long-lost mother.

Chiya quickly makes three friends: studious Kon Tatsumi, aspiring witch Koume Yukimi, and reticent Nono Natsume. Armed with only their own ingenuity and a vague connection to the gods, they begin their journey in the way of the urara.

",Manga Time Kirara Miracle!,"1,009",858,127,"2,609"
Black Clover,799,7.86,33,"11,471","Feb 16, 2015","Action, Comedy, Fantasy","In a world full of magic, Asta—an orphan who is overly loud and energetic—possesses none whatsoever. Despite this, he dreams of becoming the Wizard King, a title bestowed upon the strongest mage in the Clover Kingdom. Possessing the same aspiration, Asta's childhood friend and rival Yuno has been blessed with the ability to control powerful wind magic. Even with this overwhelming gap between them, hoping to somehow awaken his magical abilities and catch up to Yuno, Asta trains his body relentlessly every day.

In the Clover Kingdom, once a person turns 15 years old, it is time for them to receive their Grimoire, an item allowing its wielder to use their magic to its full capacity. At the ceremony, Yuno obtains a Grimoire with a legendary four-leaf clover, indicating the exceptional strength of its wielder, while Asta pointlessly waits for his. Feeling dejected, yet unwilling to give up, Asta sees Yuno caught by a mage who is trying to steal Yuno's special Grimoire. Despite being completely overpowered by Yuno's captor, Asta's will to keep fighting rewards him with his very own Grimoire—one with an unheard-of black five-leaf clover.

",Shounen Jump (Weekly),"149,200","6,965","11,114","28,144"
InuYasha,800,7.86,238,"3,152","Nov 13, 1996","Adventure, Award Winning, Comedy, Drama, Fantasy, Romance, Supernatural","Kagome Higurashi's ordinary life comes to an abrupt halt when a demon drags her deep into a well, transporting her five hundred years into the past. In this era, Kagome quickly learns two things: demons walk amongst humans and she has unknowingly brought a dangerous object from her world—a marble-sized sphere known as the Shikon Jewel. This unusual orb brings tremendous power to any demon who has it in their possession, and Kagome is an easy target for anyone determined enough to steal it.

While in a fight with a demon, a hasty attempt to fend it off causes Kagome to accidentally shatter the jewel, sending countless pieces of it all over feudal Japan. She soon learns the grave consequences of her actions when she must work with the half-demon Inuyasha to collect all the pieces of the jewel before they fall into the wrong hands.

",Shounen Sunday,"10,094","27,952","5,843","14,203"
Hayate no Gotoku!,801,7.86,542,"1,924","Oct 6, 2004","Action, Comedy, Romance","Misfortunes abound in the life of 16-year-old Hayate Ayasaki. Even though he is underage, he spends most of his time working part-time jobs to make money to support his extravagant parents. As if that wasn't hard enough, his parents disappear without a trace one day, leaving him behind with a debt of almost 150 million yen. As a result, he finds himself being chased by debt collectors.

Running for his life, he stops in a park, believing that he is safe. Contemplating his jobless future, he decides to kidnap a wealthy child for ransom. And thus, when he sees a rich-looking blonde girl, he attempts to capture her. However, she too is kidnapped before Hayate can even try!

Hayate then saves her, and as a reward, he requests a job, and the girl makes him her butler, revealing herself to be the daughter of a wealthy family. Even with a job, his misfortune remains; Hayate will have to go through many nasty predicaments, all the while burdened by his lousy luck.

",Shounen Sunday,"12,307","5,574","2,616","7,445"
Tenshi ja Nai!!,802,7.86,2208,117,"Feb 6, 2003","Comedy, Drama, Romance","In the play of life, all Hikaru Takabayashi wanted was to be part of the scenery. Tormented by jealous schoolmates ever since she appeared in a famous commercial in grade-school, Hikaru transfers to a prestigious all-girls' academy where she hopes to settle down to a quiet life of anonymity. But when her new roommate turns out to be the super-popular TV idol Izumi Kido, Hikaru finds herself thrown smack in the spotlight's glare once more!

And as if living with a celebrity wasn't bad enough, Hikaru discovers that there's more to Izumi than her ""good girl"" image—she's a he! And this is only the first of Izumi's many dangerous secrets! Now Hikaru's the unwilling star player in a madcap tale of deception, abduction, humiliation and blackmail... you know—the usual romantic stuff.

(Source: Go! Comi)",Princess,690,"4,820",304,"2,671"
Higurashi no Naku Koro ni: Himatsubushi-hen,803,7.86,1434,106,"Sep 22, 2006","Drama, Horror, Mystery","Detective Mamoru Akasaka is used to catching criminals and solving fast-paced cases in Tokyo, but he has never imagined that his job would send him to the quiet village of Hinamizawa. Disguised as a tourist, Akasaka decides to take in the sights, all while gathering information for his true mission: to find a kidnapped child.

The dam construction project in Hinamizawa threatens to decimate the village, and a group of villagers has kidnapped the grandson of the Minister of Construction, holding him ransom in exchange for the project's cancellation. Akasaka must find the boy before things get too out of hand, all while trying to keep his cover. Taking place a few years before the main storyline of Higurashi, Himatsubushi-hen follows Akasaka as he navigates a village where enemies abound. However, he finds a friend in a young girl named Rika Furude, who knows far more than she should about their present situation, and about what might happen next...

",Shounen Gangan,558,"8,513",101,"3,895"
The World Is Mine,804,7.86,1309,499,"Jan 23, 1997",,"Meet Mon, a violent killer faithful only to his own eruptive desires, and his timid companion Toshi, a demolition-devil with a fanatical thirst for destruction. Their killing-spree across Japan is destined to intersect the path of the enormous ""Higumadon"", a mysterious beast on a Godzilla-like rampage from Hokkaido to Tokyo.

(Source: KEFI)",Young Sunday (Weekly),"1,226","2,149",326,"10,162"
Darren Shan,805,7.86,2728,324,"Aug 9, 2006",Adventure,"Darren Shan's an ordinary schoolboy, until he and his best friend Steve get tickets to the Cirque Du Freak, a bizarre freak show featuring such arcane performers. In the midst of the ghoulish excitement, true terror raises its head when Steve recognizes that one of the performers—Mr Crepsley—is in fact a vampire! That's when the hands of fate changes the lives of them forever!

(Source: Aku-Tenshi)",Shounen Sunday,"1,566","2,160",449,"2,247"
Shibatora,806,7.86,3390,57,2006,"Action, Drama","The story follows a rookie cop named Taketora Shibata who, despite his childish looks of a middle-schooler, fights against juvenile crime and has the ability to see anything at a crime scene. Nevertheless, it's still a struggle to rise out of the ranks and become a real detective.",Shounen Magazine (Weekly),995,"2,007",206,"2,350"
Ilegenes: Kokuyou no Kiseki,807,7.86,2440,123,"Oct 15, 2007","Drama, Sci-Fi","Ilegenes—an island globally recognized for its innovation in science and technology—has monopolized the world of genetic engineering. Behind closed doors, the country invests its resources in the black market, proliferating a breeding ground for cloning and illegal profiting. Due to Ilegenes' fall from grace and unrepentant nature, the island is notoriously nicknamed after a notable research project, the ""Genetic Sodom.""

Fon Fortinbras Littenber, a diligent student representative of Ilegenes Military Academy, is the adopted son of Doctor Michael Littenber, a well-known expert in brain research and the founder of the Genetic Sodom. Due to his parents' dreadful death, Fon seeks to avenge them by annihilating the black market. Although he desires an uninterrupted life in school, he grows close to his roommate Jacques ""Jake"" Berne—an outgoing 22-year-old man who holds suspicions of Fon's character. As they carry on with school, Fon must find a way to survive his academic environment while remaining true to a vow he made long ago.

",Comic Avarus,"1,192","2,321",228,"3,898"
Kiichi VS,808,7.86,10624,60,"Jul 27, 2007",Drama,,Big Comic Superior,214,225,16,"1,029"
Sarashi Asobi,809,7.86,3817,83,"Jan 25, 2008","Romance, Supernatural","A grim reaper decides to spend time with his next victim, Ren Ohba, for a few days before she is scheduled to die. Ren, the student council president at her school, speaks harshly to her subordinates for the sake of performing her job efficiently. The grim reaper, however, can read her mind and knows that, in her head, Ren secretly has many kind things to say. After a first encounter, he possesses Ren and forces her to vocalize her inner thoughts, so that others will know how much their student council president actually cares for them before it is too late. When she realizes that she is not in control of her own speech, he leaves her body and formally reintroduces himself. Since he has no name to go with his title, Ren calls him Ai.

Ren threatens him with a weapon for violating her privacy, but rather than flinch away, Ai welcomes her to try killing him. He reveals that not only is his job boring, but it also reinforces his loneliness; after all, no one is happy to receive a visit from a grim reaper. Out of compassion, Ren promises to always stay by Ai's side and be the person he can talk to, though she does not understand that his presence means her death is imminent.

",The Hana to Yume,450,"2,546",108,"1,957"
Inu x Boku SS,810,7.86,467,972,"Apr 22, 2009","Comedy, Mystery, Supernatural","The Shirakiin house's daughter, Shirakiin Ririchiyo, who has a complex about being unable to live independently and unprotected, feels the need to move out and live on her own under the condition of residing in the mansion named ""Ayakashi Kan."" In this mansion, only those who have cleared a very strict examination could reside in it, and for each resident, they are accompanied with one agent of the Secret Service (S.S.). Although Ririchiyo has rejected the company of the S.S., while residing in the mansion she finds out that the agent dedicated to protecting her is actually the Fox Spirit whom she previously rescued.",Gangan Joker,"7,910","10,508","1,738","12,923"
Plastic Memories: Say to Good-bye,811,7.86,4391,64,"Apr 27, 2015","Drama, Sci-Fi","Story told from the point of view of Kinushima Michiru.

In a future not too far away, androids that look exactly like humans begin to spread across the world. The android production company SA Corp. produced Giftia, a new kind of android that has the most amount of emotion and human-like qualities out of any other model ever seen.

However, due to problems in technology, the androids have a service life, and once they pass that, it gets pretty bad. For this reason, SA Corp. creates a terminal service in order to retrieve Giftia that have gone past their service life. A new employee at the terminal service named Tsukasa Mizugaki forms a team with the Giftia Isla to retrieve the other androids.

(Source: ANN)",Dengeki G's Comic,643,793,89,"2,719"
Boku to Kimi no Taisetsu na Hanashi,812,7.86,822,334,"Aug 24, 2015","Award Winning, Romance","After Nozomi Aizawa follows her crush, Shirou Azuma, from school all the way to the train station, she finally musters the courage to confess to him. Instead of being a romantic moment, she receives an unexpected response from the boy which progresses into a heated debate between the two.

From that point forward, Nozomi and Shirou continue to meet up at the train station and often end up arguing about their opinions on romance or the opposite gender. There is tension in their relationship, but as they carry on with these trivial yet precious conversations, the distance between the two awkward teenagers gradually closes.

",Dessert,"5,177","6,137",563,"8,401"
Asobi Asobase,813,7.86,1783,149,"Jun 26, 2015","Comedy, Drama","Kasumi is a girl that hates playing games and is struggling with her low English grades. However, her fate is about to take a playful turn thanks to her colleagues: the airheaded Kasumi and the ""overseas"" transfer student Olivia! Will these three girls play a lot of different games together? Absolutely yes! Will Kasumi English grades improve at all? Absolutely n... well, that remains to be seen.

(Source: Comikey Media)",Young Animal,"3,743",824,336,"5,168"
Nogi Wakaba wa Yuusha de Aru,814,7.86,8380,44,"Jun 30, 2016",Fantasy,"The story of Nogi Wakaba wa Yuusha de Aru takes place 300 years in the past, in 2018, the first days of the Divine Era. The six main characters form the first ever Hero Team: Nogi Wakaba, Nogi Sonoko's ancestor; Uesato Hinata, Takashima Yuna, Koori Chikage, Doi Tamako and Iyojima Anzu.",Dengeki G's magazine,249,790,37,973
Mahou Shoujo Ikusei Keikaku: Restart,815,7.86,11094,25,"Apr 26, 2016","Action, Fantasy, Suspense","Granted powers by the Land of Magic, Magical Girls are protectors of the world. A strange invitation to a game called Magical Girl Raising Project was sent by an unknown person. Now, 16 magical girls are trapped in a game world and are forced to work together to survive. The objective is simple, and the tasks will be difficult. But in this survival game, not everything is as it seems…",Comp Ace,191,377,23,815
Toaru Kagaku no Railgun Gaiden: Astral Buddy,816,7.86,5401,99,"Apr 27, 2017",Sci-Fi,"A spin-off story centred around Hokaze Junko, the second-in-command of Shokuhou Misaki's faction. Hokaze meets a ghost after helping Shirai Kuroko and the two eventually become friends.",Dengeki Daioh,795,"1,483",48,"1,052"
Hanazakari no Kimitachi e: After School,817,7.86,4935,14,"Aug 20, 2007",Romance,"A collection of HanaKimi side stories and an epilogue.

1. Kayashima-kun no Yuuutsu
2. Hibari Daisakusen
3. Boys Be Ambitious
4. Natsu no Raihousha
5. Ryouchou no Susume
6. Sakura Sake",Hana to Yume,116,"2,556",35,"1,113"
All Around Type-Moon,818,7.86,4235,71,"Apr 12, 2008","Comedy, Slice of Life",A manga crossover of Type-Moon characters.,TYPE-MOON Ace,"1,148",774,111,"2,181"
